response_id;user_id;group_id;longitudinal_id;run;phase;started;finished;"Trust_1";"Trust_2";"Understanding_1";"Understanding_2";"Understanding_3";"Understanding_4";"MentalLoad_1";"PerceivedSafety_1";"PerceivedSafety_2";"PerceivedSafety_3";"PerceivedSafety_4";"Aesthetics_1";"Acceptance_1";"AttentionCheck_1";"Acceptance_2";"TextInput_1"
3;"5C93325695153900102E948B";"GroupE";"GroupE_No";1;"exploration";09/03/2023 09:46:42;09/03/2023 09:47:46;4;4;5;4;5;4;4;2;2;3;2;5;6;;5;"n/a"
4;"5C93325695153900102E948B";"GroupE";"GroupE_No";2;"exploitation";09/03/2023 09:50:43;09/03/2023 09:51:57;4;4;2;3;4;2;3;2;2;3;2;6;6;;5;"n/a"
5;"5C93325695153900102E948B";"GroupE";"GroupE_No";3;"exploitation";09/03/2023 09:52:46;09/03/2023 09:54:40;4;4;3;4;4;3;3;2;2;3;2;5;5;1;5;"I liked it better when the cars weren't highlighted. And I feel that the arrows in the front are useless. I do like how the pedestrians are highlighted on whether or not they are going to cross the road"
6;"5C93325695153900102E948B";"GroupE";"GroupE_No";4;"exploitation";09/03/2023 09:55:54;09/03/2023 09:56:40;4;4;3;4;4;3;5;2;2;3;2;5;6;;5;"n/a"
7;"5C93325695153900102E948B";"GroupE";"GroupE_No";5;"exploitation";09/03/2023 09:57:21;09/03/2023 09:57:58;4;4;3;4;4;3;3;2;2;3;2;6;5;;5;"n/a"
8;"5C93325695153900102E948B";"GroupE";"GroupE_No";6;"exploitation";09/03/2023 09:58:39;09/03/2023 09:59:54;4;4;3;4;4;3;2;2;2;3;2;6;6;;6;"I do like the thing in the front that tells me how fast we are going and where we are at. It would be nice for it to let me know where we are going as well and the planned route."
9;"5C93325695153900102E948B";"GroupE";"GroupE_No";7;"exploitation";09/03/2023 10:00:39;09/03/2023 10:03:04;4;4;3;4;4;2;2;2;2;3;2;6;6;1;6;"I feel like everything don't need to be highlighted for me to see. As long as the vehicle can see it and read it, then that's fine. The driver don't need to be overwhelmed by all the highlighted things. If that makes sense"
10;"5C93325695153900102E948B";"GroupE";"GroupE_No";8;"exploitation";09/03/2023 10:03:47;09/03/2023 10:04:28;4;4;3;4;4;3;3;2;2;3;2;6;6;;6;"n/a"
11;"5C93325695153900102E948B";"GroupE";"GroupE_No";9;"exploitation";09/03/2023 10:05:12;09/03/2023 10:05:45;4;4;3;4;4;3;3;2;2;3;2;6;6;;6;"n/a"
12;"5C93325695153900102E948B";"GroupE";"GroupE_No";10;"exploitation";09/03/2023 10:06:52;09/03/2023 10:07:42;4;4;3;4;4;3;3;2;2;3;2;6;6;;6;"getting repetative"
13;"5C93325695153900102E948B";"GroupE";"GroupE_No";11;"exploitation";09/03/2023 10:08:33;09/03/2023 10:09:05;4;4;3;4;4;3;3;2;1;3;2;6;6;1;6;"n/a"
14;"5C93325695153900102E948B";"GroupE";"GroupE_No";1;"";09/03/2023 10:12:04;09/03/2023 10:13:22;3;4;2;2;4;1;5;1;2;2;2;6;5;;6;"I noticed we ran a stop sign at least once, and I had no idea where the vehicle was going to go. "
16;"5C93325695153900102E948B";"GroupE";"GroupE_No";2;"";09/04/2023 21:30:52;09/04/2023 21:32:02;4;4;2;4;4;2;2;3;3;2;2;6;5;;6;"n/a"
17;"5C93325695153900102E948B";"GroupE";"GroupE_No";2;"";09/05/2023 09:36:23;09/05/2023 09:38:40;4;4;2;2;4;2;2;2;2;2;2;6;6;;6;"The only thing I have to say that I noticed was that a cop was following me the whole time..."
