response_id;user_id;group_id;longitudinal_id;run;phase;started;finished;"Trust_1";"Trust_2";"Understanding_1";"Understanding_2";"Understanding_3";"Understanding_4";"MentalLoad_1";"PerceivedSafety_1";"PerceivedSafety_2";"PerceivedSafety_3";"PerceivedSafety_4";"Aesthetics_1";"Acceptance_1";"AttentionCheck_1";"Acceptance_2";"TextInput_1"
3;"5ED68CAC121A540DFB82F4EA";"GroupE";"GroupE_BO";1;"exploration";09/05/2023 01:13:45;09/05/2023 01:15:05;4;4;4;3;4;3;5;0;-3;0;1;5;6;;5;"My only concern is if the car correctly knows when a pedestrian is going to go into the street."
4;"5ED68CAC121A540DFB82F4EA";"GroupE";"GroupE_BO";2;"exploitation";09/05/2023 01:15:59;09/05/2023 01:17:16;5;4;4;5;5;5;2;-3;-3;-1;1;6;6;;6;"By removing the dots above the street, and the arrows, I can concentrate more on the pedestrians and can better pay attention to the color of the icon above their heads."
5;"5ED68CAC121A540DFB82F4EA";"GroupE";"GroupE_BO";3;"exploitation";09/05/2023 01:18:13;09/05/2023 01:19:03;5;5;5;5;5;2;8;-3;-3;0;0;6;6;1;6;"There are too many icons too concentrate on."
6;"5ED68CAC121A540DFB82F4EA";"GroupE";"GroupE_BO";4;"exploitation";09/05/2023 01:19:44;09/05/2023 01:20:19;5;5;5;5;5;1;5;-2;-3;0;1;6;6;;6;"N/A"
7;"5ED68CAC121A540DFB82F4EA";"GroupE";"GroupE_BO";5;"exploitation";09/05/2023 01:21:01;09/05/2023 01:22:03;5;4;4;5;5;1;5;-3;-3;-3;3;7;6;;7;"I do not really pay attention to the dots above the road. I mainly pay attention to the pedestrians and the other cars on the road."
8;"5ED68CAC121A540DFB82F4EA";"GroupE";"GroupE_BO";6;"exploitation";09/05/2023 01:22:47;09/05/2023 01:23:15;5;5;5;5;5;5;4;-3;-3;-3;3;7;7;;7;"N/A"
9;"5ED68CAC121A540DFB82F4EA";"GroupE";"GroupE_BO";7;"exploitation";09/05/2023 01:24:03;09/05/2023 01:24:41;5;5;5;5;5;5;4;-3;-3;-3;3;7;7;1;7;"N/A"
10;"5ED68CAC121A540DFB82F4EA";"GroupE";"GroupE_BO";8;"exploitation";09/05/2023 01:25:27;09/05/2023 01:25:55;5;5;5;5;5;5;2;-3;-3;-3;3;7;7;;7;"N/A"
11;"5ED68CAC121A540DFB82F4EA";"GroupE";"GroupE_BO";9;"exploitation";09/05/2023 01:26:40;09/05/2023 01:27:07;5;5;5;5;5;5;2;-3;-3;-3;3;7;7;;7;"N/A"
12;"5ED68CAC121A540DFB82F4EA";"GroupE";"GroupE_BO";10;"exploitation";09/05/2023 01:28:41;09/05/2023 01:29:36;5;5;5;5;5;5;2;3;3;3;3;7;7;;7;"I trust the car more and more."
13;"5ED68CAC121A540DFB82F4EA";"GroupE";"GroupE_BO";11;"exploitation";09/05/2023 01:30:20;09/05/2023 01:30:52;5;5;5;5;5;5;1;3;3;3;3;7;7;1;7;"N/A"
14;"5ED68CAC121A540DFB82F4EA";"GroupE";"GroupE_BO";1;"";09/05/2023 01:34:10;09/05/2023 01:35:37;3;3;1;1;3;1;16;-3;-1;-1;-1;7;5;;6;"Why was the police car behind me? It made me feel like I was doing something wrong. I am pretty sure it ran a stop sign too. Also there are no indicators as to where/when I am turning."
16;"5ED68CAC121A540DFB82F4EA";"GroupE";"GroupE_BO";2;"";09/06/2023 15:36:47;09/06/2023 15:37:46;3;3;1;2;3;2;10;-1;1;-1;0;5;4;;5;"The car ran a stop sign. I cannot tell which way the car was going to turn."
18;"5ED68CAC121A540DFB82F4EA";"GroupE";"GroupE_BO";3;"";09/07/2023 17:25:51;09/07/2023 17:27:34;2;2;2;1;2;1;18;-3;-2;-2;1;6;5;;6;"I am now very certain that it runs a stop sign. It also does not tell me when it is going to make a turn. It just turns without warning."
