response_id;user_id;group_id;longitudinal_id;run;phase;started;finished;"Trust_1";"Trust_2";"Understanding_1";"Understanding_2";"Understanding_3";"Understanding_4";"MentalLoad_1";"PerceivedSafety_1";"PerceivedSafety_2";"PerceivedSafety_3";"PerceivedSafety_4";"Aesthetics_1";"Acceptance_1";"AttentionCheck_1";"Acceptance_2";"TextInput_1"
3;"607DB957E9D570C7C2657B8D";"GroupE";"GroupE_No";1;"exploration";09/05/2023 02:48:58;09/05/2023 02:50:43;1;3;2;5;4;1;10;-1;2;0;-1;6;3;;4;"Since this is the first time I felt a little discombulated and I the arrows pointing at where it's going to go are a little hard for me to see. "
4;"607DB957E9D570C7C2657B8D";"GroupE";"GroupE_No";2;"exploitation";09/05/2023 02:52:02;09/05/2023 02:53:16;1;2;3;5;4;3;5;-1;2;0;-1;6;4;;4;"n/a - I noticed it didn't have the arrows telling me where the car was going - did I miss them?? I prefer to see the line showing me where it's going to go. "
5;"607DB957E9D570C7C2657B8D";"GroupE";"GroupE_No";3;"exploitation";09/05/2023 02:54:08;09/05/2023 02:55:23;1;3;4;5;5;5;2;-1;0;2;1;6;6;1;4;"Much better with the arrows showing me where it's going to go; also like the MPH/KPH to see how fast it's going, the clock, etc. "
6;"607DB957E9D570C7C2657B8D";"GroupE";"GroupE_No";4;"exploitation";09/05/2023 02:56:10;09/05/2023 02:57:00;1;3;5;5;5;5;1;2;2;0;2;6;6;;6;"I'm much more used it now.. :) "
7;"607DB957E9D570C7C2657B8D";"GroupE";"GroupE_No";5;"exploitation";09/05/2023 02:57:59;09/05/2023 02:58:33;2;3;5;5;5;5;1;2;2;0;2;6;6;;6;"n/a"
8;"607DB957E9D570C7C2657B8D";"GroupE";"GroupE_No";6;"exploitation";09/05/2023 02:59:23;09/05/2023 03:00:21;5;5;5;5;5;5;1;2;2;1;2;6;6;;6;"n/a"
9;"607DB957E9D570C7C2657B8D";"GroupE";"GroupE_No";7;"exploitation";09/05/2023 03:01:11;09/05/2023 03:01:56;5;5;5;5;5;5;1;3;3;2;2;7;7;1;7;"n/a"
10;"607DB957E9D570C7C2657B8D";"GroupE";"GroupE_No";8;"exploitation";09/05/2023 03:02:48;09/05/2023 03:03:25;5;5;5;5;5;5;1;3;3;2;3;7;7;;7;"n/a"
11;"607DB957E9D570C7C2657B8D";"GroupE";"GroupE_No";9;"exploitation";09/05/2023 03:04:18;09/05/2023 03:05:37;5;5;5;5;5;5;1;3;3;2;3;7;7;;7;"I just finally noticed that the car coming toward me in the beginning and the blue car turning right in my rearview both have blue/pink tracking arrows too - intersting. "
12;"607DB957E9D570C7C2657B8D";"GroupE";"GroupE_No";10;"exploitation";09/05/2023 03:06:29;09/05/2023 03:07:05;5;5;5;5;5;1;1;3;3;3;3;7;7;;7;"n/a"
13;"607DB957E9D570C7C2657B8D";"GroupE";"GroupE_No";11;"exploitation";09/05/2023 03:08:35;09/05/2023 03:09:41;5;5;5;5;5;1;1;3;3;3;3;7;7;1;7;"n/a - just hoping for a new simulation this time, lol"
14;"607DB957E9D570C7C2657B8D";"GroupE";"GroupE_No";1;"";09/05/2023 03:12:43;09/05/2023 03:14:47;1;2;1;1;1;1;15;-3;0;-3;-1;7;4;;4;"It seemed to stop randomly a few times when there was no traffic light or stop sign.  I think they first time it stopped after the new section, it was randomly in the middle of the block.  There was NO turn signal and no indication of where it was actually going. "
16;"607DB957E9D570C7C2657B8D";"GroupE";"GroupE_No";2;"";09/06/2023 03:23:52;09/06/2023 03:25:16;3;4;2;4;4;1;1;3;3;3;3;6;3;;4;"No problems.  Feedback:  Turn signal, a mini map ala WAZE to show and overview of the route would be nice too. "
17;"607DB957E9D570C7C2657B8D";"GroupE";"GroupE_No";2;"";09/06/2023 03:49:28;09/06/2023 03:50:32;2;3;2;3;3;1;1;3;3;3;1;6;3;;4;"Need a map overview of the route and turn signals.  Have no idea WHERE The car is going. "
18;"607DB957E9D570C7C2657B8D";"GroupE";"GroupE_No";2;"";09/06/2023 11:10:43;09/06/2023 11:12:02;3;3;2;2;4;5;1;3;3;3;3;7;3;;3;"need a turn signal - and I see there's a screen in the car - that should show an overview because otherwise you have NO IDEA where it's going"
19;"607DB957E9D570C7C2657B8D";"GroupE";"GroupE_No";2;"";09/06/2023 11:45:33;09/06/2023 11:46:45;3;3;4;3;4;1;1;3;3;3;3;6;3;;4;"It needs a turn signal and a map overview on the screen that's in the car. "
