response_id;user_id;group_id;longitudinal_id;run;phase;started;finished;"Trust_1";"Trust_2";"Understanding_1";"Understanding_2";"Understanding_3";"Understanding_4";"MentalLoad_1";"PerceivedSafety_1";"PerceivedSafety_2";"PerceivedSafety_3";"PerceivedSafety_4";"Aesthetics_1";"Acceptance_1";"AttentionCheck_1";"Acceptance_2";"TextInput_1"
3;"64626C991BCB3A8BBD2880D8";"GroupE";"GroupE_No";1;"exploration";09/04/2023 20:48:31;09/04/2023 20:49:36;4;4;5;5;5;5;2;-3;-3;-3;-3;5;6;;5;"The simulation ran very smoothly but I just wonder if there could be user input as well to have a more immersive experience."
4;"64626C991BCB3A8BBD2880D8";"GroupE";"GroupE_No";2;"exploitation";09/04/2023 20:50:36;09/04/2023 20:51:20;5;4;5;5;5;5;1;2;2;3;3;6;6;;5;"N/A"
5;"64626C991BCB3A8BBD2880D8";"GroupE";"GroupE_No";3;"exploitation";09/04/2023 20:52:04;09/04/2023 20:52:38;4;5;4;5;4;5;3;3;2;3;2;5;6;1;5;"N/A"
6;"64626C991BCB3A8BBD2880D8";"GroupE";"GroupE_No";4;"exploitation";09/04/2023 20:53:18;09/04/2023 20:53:55;4;4;5;5;5;5;2;3;3;3;2;5;6;;6;"N/A"
7;"64626C991BCB3A8BBD2880D8";"GroupE";"GroupE_No";5;"exploitation";09/04/2023 20:54:44;09/04/2023 20:55:49;4;5;4;5;5;4;1;1;2;2;2;5;6;;4;"I don't know if the additional highlighting on the pedestrians' bodies is beneficial as the driver but I know that may be needed for the AI car to function."
8;"64626C991BCB3A8BBD2880D8";"GroupE";"GroupE_No";6;"exploitation";09/04/2023 20:56:38;09/04/2023 20:57:18;5;4;4;5;4;5;4;2;1;2;2;6;5;;5;"I wish a different course or environment could be driven so I can get more experience with rating the vehicle performance"
9;"64626C991BCB3A8BBD2880D8";"GroupE";"GroupE_No";7;"exploitation";09/04/2023 20:58:02;09/04/2023 20:59:00;5;4;5;5;5;5;3;2;3;3;2;6;5;1;5;"Should pedestrians be highlighted in blue instead to illustrate the paramount importance of keeping them safe, and highlight vehicles in blue?"
10;"64626C991BCB3A8BBD2880D8";"GroupE";"GroupE_No";8;"exploitation";09/04/2023 20:59:50;09/04/2023 21:00:24;3;5;4;5;4;4;2;3;3;3;3;4;6;;4;"N/A"
11;"64626C991BCB3A8BBD2880D8";"GroupE";"GroupE_No";9;"exploitation";09/04/2023 21:01:23;09/04/2023 21:01:56;5;5;5;5;5;5;5;3;2;3;2;5;5;;4;"N/A"
12;"64626C991BCB3A8BBD2880D8";"GroupE";"GroupE_No";10;"exploitation";09/04/2023 21:03:13;09/04/2023 21:03:45;4;5;5;5;4;5;3;3;2;2;2;6;5;;5;"N/A"
13;"64626C991BCB3A8BBD2880D8";"GroupE";"GroupE_No";11;"exploitation";09/04/2023 21:04:47;09/04/2023 21:05:19;4;4;5;5;4;5;3;2;2;2;2;6;6;1;5;"Animation seems identical to previous ones."
14;"64626C991BCB3A8BBD2880D8";"GroupE";"GroupE_No";1;"";09/04/2023 21:08:16;09/04/2023 21:09:28;4;5;4;5;4;5;7;1;2;2;2;7;7;;6;"I noticed this viewing was a lot longer than the initial viewings I rated. One piece of feedback I'd like to share is that these simulations should include people walking dogs, both individual dogs and multiple. Dogs can be really unpredictable and would be a true test of the autonomous vehicles' rapid response time."
16;"64626C991BCB3A8BBD2880D8";"GroupE";"GroupE_No";2;"";09/05/2023 21:36:45;09/05/2023 21:39:44;5;4;4;5;5;5;5;3;2;3;2;5;7;;5;"I would rate today's driving simulation identically to how I evaluated the final version of the simulation on day 1 yesterday. I think added audio cues, additional warning icons/symbols for pedestrians/close or incoming vehicles, and the further addition of different variables could be useful to training the AI. For example, pedestrians standing facing the road would challenge the AI to have to figure out if they want to cross or not. Also, things like dogs, strollers, bicycles, motorcycles etc. could be valuable to measure. I also want to share feedback regarding compensation on Prolific: is it possible to bonus day 1, day 2 and day 3 given the time commitment? There was a lot of rating to do especially on day 1 and the reward felt somewhat low with that taken into account. I would truly appreciate it if any adjustment is possible via bonus maybe somewhat closer to $20 USD after all 3 parts are done. Feel free to message me on Prolific if you would like. Thank you!"
17;"64626C991BCB3A8BBD2880D8";"GroupE";"GroupE_No";2;"";09/06/2023 15:11:03;09/06/2023 15:14:29;4;5;5;5;5;5;2;3;2;3;3;5;6;;5;"I found the animations functional and informative. I have a couple of suggestions to enhance the simulation and future real-world application of the automatic vehicle: include more variables that challenge the AI, like people walking dogs, pushing strollers, motorcycles and bicycles (bicycles particularly inside the side of the road, but not on the sidewalk, or in the lanes of traffic). Another example is to have pedestrians facing the road from the sidewalk so that the AI has to have a wider range to analyze situations. Also, when the AI detects a crossing outside of a crosswalk, it should be coming to a complete stop with warning sounds playing from speakers on the exterior of the vehicle and maybe strobing warning lights on the outside as well to alert pedestrians and other motor vehicle operators that the vehicle is AI driven. Finally, the simulation was good but I wish there was freedom for me to drive around or create scenarios so that I could provide more data!"
