response_id;user_id;group_id;longitudinal_id;run;phase;started;finished;"Trust_1";"Trust_2";"Understanding_1";"Understanding_2";"Understanding_3";"Understanding_4";"MentalLoad_1";"PerceivedSafety_1";"PerceivedSafety_2";"PerceivedSafety_3";"PerceivedSafety_4";"Aesthetics_1";"Acceptance_1";"AttentionCheck_1";"Acceptance_2";"TextInput_1"
3;"64135E3D9CD5E3F16290D29C";"GroupA";"GroupA_No";1;"exploration";09/04/2023 19:39:54;09/04/2023 19:41:49;5;5;5;4;5;2;5;2;3;2;3;7;7;;7;"its feels cool to see this virtual reality in motion."
4;"64135E3D9CD5E3F16290D29C";"GroupA";"GroupA_No";2;"exploration";09/04/2023 19:42:29;09/04/2023 20:46:13;2;4;2;4;2;2;8;-1;1;-1;1;3;2;;2;"it has no signs above the people."
5;"64135E3D9CD5E3F16290D29C";"GroupA";"GroupA_No";3;"exploration";09/04/2023 20:46:54;09/04/2023 20:51:38;5;5;5;4;5;2;7;-1;1;2;2;6;5;1;6;"I wish there was more signs above people."
6;"64135E3D9CD5E3F16290D29C";"GroupA";"GroupA_No";4;"exploration";09/04/2023 20:52:18;09/04/2023 20:55:56;5;5;5;5;5;4;9;-1;2;3;3;7;7;;7;"I like all the colors on the people and signs above them. The xcars are all blue but it should mostly be used for cars behind the buildings."
7;"64135E3D9CD5E3F16290D29C";"GroupA";"GroupA_No";5;"exploration";09/04/2023 20:56:36;09/04/2023 21:00:10;5;5;5;5;5;4;9;-1;1;2;2;7;7;;7;"Eveything seems to work well."
8;"64135E3D9CD5E3F16290D29C";"GroupA";"GroupA_No";6;"exploitation";09/04/2023 21:00:58;09/04/2023 21:03:19;5;5;2;4;5;4;10;-1;1;2;2;6;5;;5;"Its needs the red and blues lines near the bottom of the car."
9;"64135E3D9CD5E3F16290D29C";"GroupA";"GroupA_No";7;"exploitation";09/04/2023 21:04:06;09/04/2023 21:06:36;5;5;5;5;5;4;11;-1;1;2;2;7;7;1;7;"just show the blue for cars coming from behind the building not all the cars "
10;"64135E3D9CD5E3F16290D29C";"GroupA";"GroupA_No";8;"exploitation";09/04/2023 21:07:38;09/04/2023 21:10:02;4;4;2;2;4;2;11;-1;1;1;1;5;3;;3;"it needs to show the red and blues lines near the bottom of the cars."
11;"64135E3D9CD5E3F16290D29C";"GroupA";"GroupA_No";9;"exploitation";09/04/2023 21:11:03;09/04/2023 21:12:07;4;4;4;4;4;4;9;-1;1;2;2;7;7;;7;"it works fine."
12;"64135E3D9CD5E3F16290D29C";"GroupA";"GroupA_No";10;"exploitation";09/04/2023 21:12:57;09/04/2023 21:14:52;5;5;5;5;5;5;11;-1;1;3;3;7;7;;7;"i like the blue balls in the sky and the red people plus everything seems to flow well."
13;"64135E3D9CD5E3F16290D29C";"GroupA";"GroupA_No";11;"exploitation";09/04/2023 21:16:13;09/04/2023 21:17:33;5;4;4;4;4;4;11;-1;1;2;2;7;7;1;7;"blue cars are only for cars behind buildings."
14;"64135E3D9CD5E3F16290D29C";"GroupA";"GroupA_No";12;"exploitation";09/04/2023 21:18:27;09/04/2023 21:19:40;4;5;5;4;5;4;11;-1;1;2;2;7;7;;7;"blue cars only for when behind buildings"
15;"64135E3D9CD5E3F16290D29C";"GroupA";"GroupA_No";13;"exploitation";09/04/2023 21:20:30;09/04/2023 21:21:39;5;5;5;5;5;5;11;-1;1;2;2;7;7;;7;"N/A."
16;"64135E3D9CD5E3F16290D29C";"GroupA";"GroupA_No";14;"exploitation";09/04/2023 21:22:31;09/04/2023 21:23:50;5;5;5;5;5;5;11;-1;1;2;2;7;7;;7;"Blue cars only when behind buildings."
17;"64135E3D9CD5E3F16290D29C";"GroupA";"GroupA_No";15;"exploitation";09/04/2023 21:24:51;09/04/2023 21:26:00;5;5;5;5;5;5;11;-1;2;3;3;7;7;;7;"the red lines work really well."
18;"64135E3D9CD5E3F16290D29C";"GroupA";"GroupA_No";1;"";09/04/2023 21:29:00;09/04/2023 21:36:53;5;5;5;5;5;5;13;-1;1;2;2;7;7;;7;"The car has excellent control and handling. I like that it stops and waits for other cars."
20;"64135E3D9CD5E3F16290D29C";"GroupA";"GroupA_No";2;"";09/05/2023 22:21:51;09/05/2023 22:24:27;5;5;4;5;5;4;13;2;3;3;3;7;7;;7;"No problems, everything seems to work perfectly and I liked everything so far. "
22;"64135E3D9CD5E3F16290D29C";"GroupA";"GroupA_No";3;"";09/06/2023 22:32:17;09/06/2023 22:33:44;4;4;5;4;5;5;13;-1;2;2;2;7;7;;7;"I feel like blue lines should move as well."
